G0,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,M0,M1,M2,M3
2025-08-06,Estação Coletora de Gavião Real,Eneva,Estação / Pto de Coleta de Gás Nat.,MA,Santo Antônio dos Lopes,,GAVIÃO REAL,,,,,1644.3015974530995,28,10342.328187660505
2025-08-06,Estação Coletora de Pilar,Origem Alagoas,Estação / Ponto de Coleta de Petróleo,AL,Pilar,,,,,,,614.11637999999982,33,3862.6692069239984
2025-08-06,Estação de Produção e Escoamento de Gavião Branco,Eneva,Estação / Pto de Coleta de Gás Nat.,MA,Lima Campos,,GAVIÃO BRANCO,,,,,3294.221288999533,13,20719.99306354926
2025-08-06,Estação Produtora de Gavião Preto,Eneva,Estação / Pto de Coleta de Gás Nat.,MA,Bernardo do Mearim,,GAVIÃO PRETO,,,,,3359.7770835473652,12,21132.325900096217
2025-08-06,FPSO ALEXANDRE DE GUSMÃO,Petrobras,FPSO,,,"MERO(27/07/2025), AnC_MERO(27/07/2025)",,,FPADG,ATIVO,43789.154428078284,2942.25098,50,62295.324642082291
2025-08-06,FPSO Almirante Barroso,Petrobras,FPSO,,,BÚZIOS(13/01/2023),,,FPBAR,ATIVO,133968.33564880159,5142.46901,50,166313.43722789962
2025-08-06,FPSO Almirante Tamandaré,Petrobras,FPSO,,,"BÚZIOS(01/07/2024), TAMBUATÁ(31/12/2024), BÚZIOS_ECO(31/12/2024)",,,FPTAM,ATIVO,186082.77558786576,7405.944230000001,57,232664.68360571979
2025-08-06,FPSO ANITA GARIBALDI,Petrobras,FPSO,,,MARLIM(23/06/2023),,,FPAGA,ATIVO,31487.34966537599,694.16047000000015,71,35853.480189581991
2025-08-06,FPSO ANNA NERY,Petrobras,FPSO,,,MARLIM(29/10/2022),,,FPANE,ATIVO,38865.343898907238,653.35470000000009,67,42974.814290967253
2025-08-06,FPSO ATLANTA,Enauta Energia,FPSO,,,ATLANTA(29/10/2024),,,FPSOATLANTA,ATIVO,42612.662741484004,349.1826,15,44808.951458964017
2025-08-06,FPSO Carioca (MV-30),Petrobras,FPSO,,,SÉPIA(02/01/2021),,,FPCRC,ATIVO,158675.40250281719,6032.1812799999989,61,196616.61631776119
2025-08-06,FPSO CIDADE DE ANCHIETA,Petrobras,FPSO,,,"JUBARTE(31/08/2012), BALEIA AZUL(31/08/2012), PIRAMBU(31/08/2012)",,,FCDA,ATIVO,18507.788799686998,854.884,47,23884.838182887
2025-08-06,FPSO CIDADE DE ANGRA DOS REIS,Petrobras,FPSO,,,TUPI(26/04/2009),,,FPCAR,ATIVO,0,0,49,0
2025-08-06,FPSO Cidade de Campos dos Goytacazes,Petrobras,FPSO,,,TARTARUGA VERDE(31/12/2017),,,FPCGZ,ATIVO,68525.5941315,705.18952000000013,48,72961.095174395974
2025-08-06,FPSO CIDADE DE CARAGUATATUBA,TotalEnergies EP,FPSO,,,LAPA(30/08/2016),,,FPCCG,ATIVO,42979.607157564,1618.0006199999998,31,53156.50745724
2025-08-06,FPSO CIDADE DE ILHA BELA,Petrobras,FPSO,,,SAPINHOÁ(10/11/2014),,,FPCIB,ATIVO,63470.806047792,3074.944,54,82811.588818992
2025-08-06,FPSO CIDADE DE ITAGUAÍ,Petrobras,FPSO,,,TUPI(31/07/2015),,,FPCIG,ATIVO,105701.61455325116,6652.80997,51,147546.4587025572
2025-08-06,FPSO CIDADE DE ITAJAÍ,Karoon Brasil,FPSO,,,"BAÚNA(25/01/2013), PIRACABA(25/01/2013)",,,FPCI,ATIVO,26150.482556259609,391.1739,27,28610.888152479605
2025-08-06,FPSO CIDADE DE MANGARATIBA,Petrobras,FPSO,,,TUPI(14/10/2014),,,FPCMB,ATIVO,98525.123949027591,5652.0124000000005,47,134075.15154254757
2025-08-06,FPSO CIDADE DE MARICÁ,Petrobras,FPSO,,,TUPI(28/01/2016),,,FPCMC,ATIVO,126244.83603962997,5294.98206,51,159549.21420061792
2025-08-06,FPSO CIDADE DE NITEROI,Petrobras,FPSO,,,MARLIM LESTE(12/01/2008),,,FPNT,ATIVO,0,0,49,0
2025-08-06,FPSO CIDADE DE PARATY,Petrobras,FPSO,,,TUPI(28/05/2013),,,FPCP,ATIVO,93671.26981725177,4189.42166,47,120021.89417431978
2025-08-06,FPSO CIDADE DE SANTOS,Petrobras,FPSO,,,"URUGUÁ(14/07/2010), TAMBAÚ(13/11/2014)",,,FPCST,ATIVO,0,0,36,0
2025-08-06,FPSO CIDADE DE SÃO PAULO,Petrobras,FPSO,,,SAPINHOÁ(01/12/2012),,,FPCSP,ATIVO,61020.141779322,2882.6041800000003,45,79151.145550686
2025-08-06,FPSO CIDADE DE SAQUAREMA,Petrobras,FPSO,,,TUPI(31/05/2016),,,FPCSQ,ATIVO,105684.63724459743,5806.4662900000021,51,142206.14891543938
2025-08-06,FPSO CIDADE DE VITÓRIA,BW Maromba,FPSO,,,GOLFINHO(15/11/2007),,,CVIX,ATIVO,7162.2569704857588,75.131920000000008,47,7634.8217209017594
2025-08-06,FPSO ESPIRITO SANTO,Shell Brasil,FPSO,,,"ABALONE(12/07/2009), OSTRA(26/01/2011), ARGONAUTA(26/01/2011)",,,FPSO ESP SANTO,ATIVO,28724.698926000005,430.79900000000009,57,31434.338476200002
2025-08-06,FPSO FRADE,Petro Rio Jaguar,FPSO,,,FRADE(07/06/2009),,,FPSO FRADE,ATIVO,34023.712962030004,336.982,48,36143.26234563
2025-08-06,FPSO GUANABARA,Petrobras,FPSO,,,MERO(13/05/2021),,,FPGNB,ATIVO,175453.77942230279,11386.947460000003,69,247075.40155621083
2025-08-06,FPSO Marechal  Duque de Caxias,Petrobras,FPSO,,,MERO(28/07/2024),,,FPMDC,ATIVO,179674.72702719289,11618.047950000002,53,252749.92502310296
2025-08-06,FPSO MARIA QUITERIA,Petrobras,FPSO,,,JUBARTE(13/01/2025),,,FPMQT,ATIVO,34404.013300354527,1281.21591,49,42462.605131072523
2025-08-06,FPSO PIONEIRO DE LIBRA,Petrobras,FPSO,,,MERO(31/07/2017),,,FPSOPL,ATIVO,47552.281763071791,3178.32028,39,67543.2806602158
2025-08-06,FPSO SEPETIBA,Petrobras,FPSO,,,MERO(11/04/2023),,,FPSTB,ATIVO,178463.91218210227,11572.0366,48,251249.70798878223
2025-08-06,FPSO_OSX3,Prio Bravo,FPSO,,,TUBARÃO MARTELO(03/11/2013),,,OSX3,ATIVO,7260.5789942519377,23.240902739168625,24,7406.7596243007611
2025-08-06,Peregrino A,Equinor Brasil,FIXA,,,PEREGRINO(22/03/2011),,,PEREGRINO A,ATIVO,51239.438812709988,55.010155434075664,25,51585.441688359249
2025-08-06,Peregrino B,Equinor Brasil,FIXA,,,PEREGRINO(22/03/2011),,,PEREGRINO B,ATIVO,5146.8343338919385,3.0334591283926198,22,5165.9141851177028
2025-08-06,PEREGRINO C,Equinor Brasil,FIXA,,,"PEREGRINO(01/10/2021), PITANGOLA(01/10/2021)",,,WHP-C,ATIVO,40469.170751579921,100.73227543753174,18,41102.75661762691
2025-08-06,PEROA,3R Petroleum Off,FIXA,,,PEROÁ(27/01/2011),,,PPER,ATIVO,,2.248,9,14.1394704
2025-08-06,PETROBRAS 08,Trident Energy,SEMI SUBMERSÍVEL,,,MARIMBÁ(21/06/1993),,,P-08,ATIVO,3778.6487481128634,64.23516,16,4182.675057480863
2025-08-06,PETROBRAS 25,Petrobras,SEMI SUBMERSÍVEL,,,ALBACORA(27/09/1996),,,P-25,ATIVO,0,0,19,0
2025-08-06,PETROBRAS 31,Petrobras,FPSO,,,ALBACORA(17/08/1998),,,P-31,ATIVO,0,0,48,0
2025-08-06,PETROBRAS 40,Petrobras,SEMI SUBMERSÍVEL,,,MARLIM SUL(16/12/2001),,,P-40,ATIVO,36677.830796110924,685.31918,38,40988.351374474922
2025-08-06,PETROBRAS 43,Petrobras,FPSO,,,BARRACUDA(21/12/2004),,,P-43,ATIVO,23331.429532356,303.11271999999997,65,25237.947918611997
