G0,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,M0,M1,M2,M3
2025-08-08,FPSO Marechal  Duque de Caxias,Petrobras,FPSO,,,MERO(28/07/2024),,,FPMDC,ATIVO,180422.47520813212,11662.571360000002,53,253777.71654826013
2025-08-08,FPSO MARIA QUITERIA,Petrobras,FPSO,,,JUBARTE(13/01/2025),,,FPMQT,ATIVO,50609.772585969637,1771.3299299999999,49,61751.08357968364
2025-08-08,FPSO PIONEIRO DE LIBRA,Petrobras,FPSO,,,MERO(31/07/2017),,,FPSOPL,ATIVO,48095.70544415999,3177.50865,39,68081.59935093
2025-08-08,FPSO SEPETIBA,Petrobras,FPSO,,,MERO(11/04/2023),,,FPSTB,ATIVO,180250.24111420242,11976.3174,48,255578.88229672241
2025-08-08,FPSO_OSX3,Prio Bravo,FPSO,,,TUBARÃO MARTELO(03/11/2013),,,OSX3,ATIVO,7158.3955973264983,23.453875315064383,24,7305.91578228319
2025-08-08,Peregrino A,Equinor Brasil,FIXA,,,PEREGRINO(22/03/2011),,,PEREGRINO A,ATIVO,31734.388535109778,34.703856341645967,25,31952.668850727459
2025-08-08,Peregrino B,Equinor Brasil,FIXA,,,PEREGRINO(22/03/2011),,,PEREGRINO B,ATIVO,3187.6157167641572,1.9136962798832884,22,3199.652483625367
2025-08-08,PEREGRINO C,Equinor Brasil,FIXA,,,"PEREGRINO(01/10/2021), PITANGOLA(01/10/2021)",,,WHP-C,ATIVO,25063.982316796468,63.548237378470766,18,25463.688020259575
2025-08-08,PEROA,3R Petroleum Off,FIXA,,,PEROÁ(27/01/2011),,,PPER,ATIVO,,2.248,9,14.1394704
2025-08-08,PETROBRAS 08,Trident Energy,SEMI SUBMERSÍVEL,,,MARIMBÁ(21/06/1993),,,P-08,ATIVO,8575.5750403073616,106.79210999999995,16,9247.276053785361
2025-08-08,PETROBRAS 25,Petrobras,SEMI SUBMERSÍVEL,,,ALBACORA(27/09/1996),,,P-25,ATIVO,0,0,19,0
2025-08-08,PETROBRAS 31,Petrobras,FPSO,,,ALBACORA(17/08/1998),,,P-31,ATIVO,0,0,48,0
2025-08-08,PETROBRAS 40,Petrobras,SEMI SUBMERSÍVEL,,,MARLIM SUL(16/12/2001),,,P-40,ATIVO,36622.872685760492,670.16198000000009,38,40838.057507564496
2025-08-08,PETROBRAS 43,Petrobras,FPSO,,,BARRACUDA(21/12/2004),,,P-43,ATIVO,23036.534778169313,287.5459,65,24845.140979989315
2025-08-08,PETROBRAS 48,Petrobras,FPSO,,,"CARATINGA(28/02/2005), BARRACUDA(01/01/2005)",,,P-48,ATIVO,98913.292402055988,316.76583999999991,57,100905.68618248799
2025-08-08,PETROBRAS 50,Petro Rio Jaguar,FPSO,,,ALBACORA LESTE(21/04/2006),,,P-50,ATIVO,28703.496953669983,1186.9761899999999,62,36169.339793531988
2025-08-08,PETROBRAS 51,Petrobras,SEMI SUBMERSÍVEL,,,MARLIM SUL(24/01/2009),,,P-51,ATIVO,12809.226697542,188.37944999999993,31,13994.095762152
2025-08-08,PETROBRAS 52,Petrobras,SEMI SUBMERSÍVEL,,,RONCADOR(23/11/2007),,,P-52,ATIVO,12761.136018654406,130.61987000000002,28,13582.708876980407
2025-08-08,PETROBRAS 53,Petrobras,FPU,,,MARLIM LESTE(30/11/2008),,,P-53,ATIVO,47489.661729209576,782.56966,34,52411.868376677565
2025-08-08,PETROBRAS 54,Petrobras,FPSO,,,RONCADOR(12/12/2007),,,P-54,ATIVO,7228.99339641336,245.55035000000009,54,8773.4559878433611
2025-08-08,PETROBRAS 55,Petrobras,SEMI SUBMERSÍVEL,,,RONCADOR(01/01/2014),,,P-55,ATIVO,24369.40272046204,614.92154,20,28237.136222754038
2025-08-08,PETROBRAS 56,Petrobras,SEMI SUBMERSÍVEL,,,MARLIM SUL(01/08/2011),,,P-56,ATIVO,20601.634570654365,505.06502999999992,37,23778.392596348367
2025-08-08,PETROBRAS 57,Petrobras,FPSO,,,JUBARTE(15/12/2010),,,P-57,ATIVO,32658.800573849996,310.36330000000004,53,34610.923658189982
2025-08-08,PETROBRAS 58,Petrobras,FPSO,,,"BALEIA FRANCA(15/02/2014), JUBARTE(02/03/2014), BALEIA AZUL(17/03/2014)",,,P-58,ATIVO,84446.093780197276,2459.8590600000007,44,99918.11529578529
2025-08-08,PETROBRAS 61,3R Petroleum Off,TLWP,,,PAPA-TERRA(31/12/2013),,,P-61,ATIVO,5645.8670427120669,37.337434220608337,7,5880.71203647285
2025-08-08,PETROBRAS 62,Petrobras,FPSO,,,RONCADOR(30/04/2014),,,P-62,ATIVO,22875.106731206397,1631.8400000000001,44,33139.053963206396
2025-08-08,PETROBRAS 63,3R Petroleum Off,FPSO,,,PAPA-TERRA(16/11/2013),,,P-63,ATIVO,1713.8025013367319,12.37796577939166,38,1791.6574304959495
2025-08-08,Petrobras 66 (P-66),Petrobras,FPSO,,,TUPI(08/02/2016),,,P-66,ATIVO,102091.0260879526,5681.0758000000014,62,137823.85665479262
2025-08-08,Petrobras 67 (P-67),Petrobras,FPSO,,,TUPI(25/03/2018),,,P-67,ATIVO,140373.93735760468,5907.7261100000014,51,177532.35304428267
2025-08-08,Petrobras 68,Petrobras,FPSO,,,BERBIGÃO(19/09/2018),,,P-68,ATIVO,134988.4947091279,4113.85707,67,160863.83290801386
2025-08-08,Petrobras 69,Petrobras,FPSO,,,TUPI(15/06/2018),,,P-69,ATIVO,90880.123313725271,3851.9441000000006,47,115108.08131390525
2025-08-08,Petrobras 70,Petrobras,FPSO,,,ATAPU(21/07/2020),,,P-70,ATIVO,57373.702254274664,1791.39759,56,68641.23481585666
2025-08-08,PETROBRAS 71,Petrobras,FPSO,,,ITAPU(30/11/2022),,,P-71,ATIVO,159660.21624625518,2749.8119199999992,47,176955.9832606712
2025-08-08,Petrobras 74 (P-74),Petrobras,FPSO,,,BÚZIOS(01/12/2017),,,P-74,ATIVO,126964.55185115655,5547.690700000001,43,161858.41681601654
2025-08-08,Petrobras 75 (P-75),Petrobras,FPSO,,,BÚZIOS(06/09/2018),,,P-75,ATIVO,116905.06466724808,6204.0582799999993,43,155927.35043679207
2025-08-08,Petrobras 76,Petrobras,FPSO,,,BÚZIOS(20/11/2018),,,P-76,ATIVO,139364.96927962161,6324.8342600000005,64,179146.91180816959
2025-08-08,Petrobras 77,Petrobras,FPSO,,,BÚZIOS(16/02/2019),,,P-77,ATIVO,161050.20426001967,6935.78559,43,204674.90846400167
2025-08-08,PLATAFORMA DE CARAPEBA-I,Perenco Brasil,FIXA,,,CARAPEBA(31/12/1988),,,PCP-I,ATIVO,43.54817069177691,0.16266491814931358,5,44.571300493952464
2025-08-08,PLATAFORMA DE CARAPEBA-II,Perenco Brasil,FIXA,,,CARAPEBA(31/12/1988),,,PCP-II,ATIVO,2543.7093209327304,7.0910916668115593,3,2588.3108692986416
2025-08-08,PLATAFORMA DE CARAPEBA-III,Perenco Brasil,FIXA,,,CARAPEBA(12/01/1994),,,PCP-III,ATIVO,3435.3682276512027,7.6642981899346827,,3483.5751304062537
2025-08-08,PLATAFORMA DE CHERNE-1,Perenco Brasil,FIXA,,,"CONGRO(19/08/1983), CORVINA(19/08/1983), MALHADO(19/08/1983), ANEQUIM(07/05/1984), BAGRE(07/05/1984), CHERNE(07/05/1984), PARATI(07/05/1984)",,,PCH-I,ATIVO,,0,13,0
2025-08-08,PLATAFORMA DE CHERNE-2,Perenco Brasil,FIXA,,,CHERNE(13/12/1983),,,PCH-II,ATIVO,0,0,13,0
2025-08-08,PLATAFORMA DE ENCHOVA,Trident Energy,FIXA,,,"ENCHOVA(20/12/2010), ENCHOVA OESTE(20/12/2010)",,,PCE-1,ATIVO,5848.2907297470365,220.28637999999987,45,7233.8480026710349
2025-08-08,PLATAFORMA DE GAROUPA,Petrobras,FIXA,,,"GAROUPA(02/01/1979), GAROUPINHA(02/01/1979), VIOLA(02/01/1979)",,,PGP-1,ATIVO,0,,33,0
2025-08-08,PLATAFORMA DE MANATI 1,Petrobras,FIXA,,,MANATI(14/01/2007),,,PMNT,ATIVO,0,2050.53978,7,12897.485108244
2025-08-08,Plataforma de Mexilhão,Petrobras,FIXA,,,MEXILHÃO(19/04/2011),,,PMXL-1,ATIVO,2051.3176332000003,3346.5949499999992,26,23100.730549709995
2025-08-08,PLATAFORMA DE NAMORADO-2,Petrobras,FIXA,,,NAMORADO(01/09/1984),,,PNA-2,ATIVO,0,,13,0
2025-08-08,PLATAFORMA DE PAMPO-1,Trident Energy,FIXA,,,PAMPO(01/01/1984),,,PPM-1,ATIVO,5740.8923611690207,69.232549999999961,43,6176.3512541590189
2025-08-08,PLATAFORMA DE PARGO-1A,Perenco Brasil,FIXA,,,PARGO(12/01/1988),,,PPG-1A,ATIVO,3294.2802440533183,8.9552538289038157,19,3350.6069995863572
2025-08-08,PLATAFORMA DE VERMELHO-I,Perenco Brasil,FIXA,,,VERMELHO(05/01/1989),,,PVM-1,ATIVO,7010.95886844877,26.856141442892412,3,7179.8786268962749
2025-08-08,PLATAFORMA DE VERMELHO-II,Perenco Brasil,FIXA,,,VERMELHO(01/01/1989),,,PVM-2,ATIVO,0,0,3,0
2025-08-08,PLATAFORMA DE VERMELHO-III,Perenco Brasil,FIXA,,,VERMELHO(06/01/1989),,,PVM-3,ATIVO,1595.4971149004105,22.52736995330822,3,1737.1897664327284
2025-08-08,Polo Arara,Petrobras,Estação / Ponto de Coleta de Petróleo,AM,Coari,,,,,,6232.5205605116371,8191.1269031954025,158,57753.070556230072
2025-08-08,Polvo A,Prio Bravo,FIXA,,,POLVO(30/07/2007),,,POLVO A,ATIVO,6289.5741906735029,24.252824684935621,5,6442.1196073768115
2025-08-08,Ponto de Coleta Área do IMT-03,Petrobras,Estação / Pto de Coleta de Gás Nat.,AM,Coari,,,,,,704.36414999719489,560.441977937285,,4229.4321028271288
2025-08-08,Ponto de Coleta Área do LUC-04,Petrobras,Estação / Pto de Coleta de Gás Nat.,AM,Coari,,,,,,1140.8538511458837,1558.0449713137923,,10940.645111715376
2025-08-08,Ponto de Coleta Área do LUC-05,Petrobras,Estação / Pto de Coleta de Gás Nat.,AM,Coari,,,,,,577.7791337165603,783.24315780768745,,5504.2219476953533
2025-08-08,Ponto de Coleta Área do LUC-09,Petrobras,Estação / Pto de Coleta de Gás Nat.,AM,Coari,,,,,,567.12593927710088,705.86041274597187,,5006.8467633667142
2025-08-08,Ponto de Coleta Área do LUC-12,Petrobras,Estação / Pto de Coleta de Gás Nat.,AM,Coari,,,,,,1326.8640779877628,1666.0830322929146,,11806.193134503737
2025-08-08,Ponto de Coleta Área do LUC-43,Petrobras,Estação / Pto de Coleta de Gás Nat.,AM,Coari,,,,,,236.8769116538609,291.54202470694588,,2070.6179386556091
2025-08-08,Unidade de Tratamento de Gás de Cacimbas - UTGC,Petrobras,Estação / Pto de Coleta de Gás Nat.,ES,Linhares,,CACIMBAS,,,,,0,26,0
2025-08-08,UTP Azulão,Eneva,Estação / Ponto de Coleta de Petróleo,AM,Silves,,AZULÃO,,,,,613.21503999999993,8,3856.9999585919995
2025-08-07,,,,,,,,,,,0,0,,0
2025-08-07,Estação Coletora de Gavião Real,Eneva,Estação / Pto de Coleta de Gás Nat.,MA,Santo Antônio dos Lopes,,GAVIÃO REAL,,,,,1383.991401733155,28,8705.029118621198
2025-08-07,Estação Coletora de Pilar,Origem Alagoas,Estação / Ponto de Coleta de Petróleo,AL,Pilar,,,,,,,604.87686000000008,33,3804.554474028
2025-08-07,Estação de Produção e Escoamento de Gavião Branco,Eneva,Estação / Pto de Coleta de Gás Nat.,MA,Lima Campos,,GAVIÃO BRANCO,,,,,3329.9424662186807,13,20944.672124022258
2025-08-07,Estação Produtora de Gavião Preto,Eneva,Estação / Pto de Coleta de Gás Nat.,MA,Bernardo do Mearim,,GAVIÃO PRETO,,,,,3671.6057820481624,12,23093.66604792653
2025-08-07,FPSO ALEXANDRE DE GUSMÃO,Petrobras,FPSO,,,"MERO(27/07/2025), AnC_MERO(27/07/2025)",,,FPADG,ATIVO,44263.728195901633,2906.3052000000007,50,62543.806642861637
2025-08-07,FPSO Almirante Barroso,Petrobras,FPSO,,,BÚZIOS(13/01/2023),,,FPBAR,ATIVO,151189.72852260206,5879.3579400000017,50,188169.71409361405
2025-08-07,FPSO Almirante Tamandaré,Petrobras,FPSO,,,"BÚZIOS(01/07/2024), TAMBUATÁ(31/12/2024), BÚZIOS_ECO(31/12/2024)",,,FPTAM,ATIVO,186061.36037350306,7379.95426,57,232479.79667805106
2025-08-07,FPSO ANITA GARIBALDI,Petrobras,FPSO,,,MARLIM(23/06/2023),,,FPAGA,ATIVO,31137.388074104394,714.96541,71,35634.377509922393
2025-08-07,FPSO ANNA NERY,Petrobras,FPSO,,,MARLIM(29/10/2022),,,FPANE,ATIVO,45687.67491190321,687.70479999999975,67,50013.200562943217
2025-08-07,FPSO ATLANTA,Enauta Energia,FPSO,,,ATLANTA(29/10/2024),,,FPSOATLANTA,ATIVO,28387.628921388005,249.35860000000002,15,29956.044643668003
2025-08-07,FPSO Carioca (MV-30),Petrobras,FPSO,,,SÉPIA(02/01/2021),,,FPCRC,ATIVO,158681.82344137333,6026.0464800000009,61,196584.45059127733
2025-08-07,FPSO CIDADE DE ANCHIETA,Petrobras,FPSO,,,"JUBARTE(31/08/2012), BALEIA AZUL(31/08/2012), PIRAMBU(31/08/2012)",,,FCDA,ATIVO,18713.794763439593,852.97800000000007,47,24078.855787839595
2025-08-07,FPSO CIDADE DE ANGRA DOS REIS,Petrobras,FPSO,,,TUPI(26/04/2009),,,FPCAR,ATIVO,0,0,49,0
2025-08-07,FPSO Cidade de Campos dos Goytacazes,Petrobras,FPSO,,,TARTARUGA VERDE(31/12/2017),,,FPCGZ,ATIVO,68199.129484463978,701.96925,48,72614.375673113987
2025-08-07,FPSO CIDADE DE CARAGUATATUBA,TotalEnergies EP,FPSO,,,LAPA(30/08/2016),,,FPCCG,ATIVO,41825.284443756,1615.5905899999998,31,51987.026136738
2025-08-07,FPSO CIDADE DE ILHA BELA,Petrobras,FPSO,,,SAPINHOÁ(10/11/2014),,,FPCIB,ATIVO,63526.71331247998,3067.637,54,82821.536515079992
2025-08-07,FPSO CIDADE DE ITAGUAÍ,Petrobras,FPSO,,,TUPI(31/07/2015),,,FPCIG,ATIVO,106184.60673538076,6700.456729999999,51,148329.13947573473
2025-08-07,FPSO CIDADE DE ITAJAÍ,Karoon Brasil,FPSO,,,"BAÚNA(25/01/2013), PIRACABA(25/01/2013)",,,FPCI,ATIVO,25839.113479542004,389.63418000000007,27,28289.834544906003
2025-08-07,FPSO CIDADE DE MANGARATIBA,Petrobras,FPSO,,,TUPI(14/10/2014),,,FPCMB,ATIVO,98363.461685385584,5609.2377899999983,47,133644.44553692758
2025-08-07,FPSO CIDADE DE MARICÁ,Petrobras,FPSO,,,TUPI(28/01/2016),,,FPCMC,ATIVO,126242.35672626604,5287.92384,51,159502.340095098
2025-08-07,FPSO CIDADE DE NITEROI,Petrobras,FPSO,,,MARLIM LESTE(12/01/2008),,,FPNT,ATIVO,0,0,49,0
2025-08-07,FPSO CIDADE DE PARATY,Petrobras,FPSO,,,TUPI(28/05/2013),,,FPCP,ATIVO,93441.8929042225,4182.962669999999,47,119751.89150598846
2025-08-07,FPSO CIDADE DE SANTOS,Petrobras,FPSO,,,"URUGUÁ(14/07/2010), TAMBAÚ(13/11/2014)",,,FPCST,ATIVO,0,0,36,0
2025-08-07,FPSO CIDADE DE SÃO PAULO,Petrobras,FPSO,,,SAPINHOÁ(01/12/2012),,,FPCSP,ATIVO,61476.510514880996,2872.4395299999996,45,79543.580670675
2025-08-07,FPSO CIDADE DE SAQUAREMA,Petrobras,FPSO,,,TUPI(31/05/2016),,,FPCSQ,ATIVO,98665.644156974377,5418.2465799999991,51,132745.33149585835
2025-08-07,FPSO CIDADE DE VITÓRIA,BW Maromba,FPSO,,,GOLFINHO(15/11/2007),,,CVIX,ATIVO,7162.51766414085,74.501139999999992,47,7631.1149345128506
2025-08-07,FPSO ESPIRITO SANTO,Shell Brasil,FPSO,,,"ABALONE(12/07/2009), OSTRA(26/01/2011), ARGONAUTA(26/01/2011)",,,FPSO ESP SANTO,ATIVO,30991.4296296,432.195,57,33709.849740599995
2025-08-07,FPSO FRADE,Petro Rio Jaguar,FPSO,,,FRADE(07/06/2009),,,FPSO FRADE,ATIVO,34110.45370689001,335.03300000000007,48,36217.744270290008
2025-08-07,FPSO GUANABARA,Petrobras,FPSO,,,MERO(13/05/2021),,,FPGNB,ATIVO,171900.7046853771,11252.23226,69,242674.995154325
2025-08-07,FPSO Marechal  Duque de Caxias,Petrobras,FPSO,,,MERO(28/07/2024),,,FPMDC,ATIVO,179553.16269907748,11586.7941,53,252431.78022925745
2025-08-07,FPSO MARIA QUITERIA,Petrobras,FPSO,,,JUBARTE(13/01/2025),,,FPMQT,ATIVO,48780.572796460772,1839.0336200000002,49,60347.726459536774
2025-08-07,FPSO PIONEIRO DE LIBRA,Petrobras,FPSO,,,MERO(31/07/2017),,,FPSOPL,ATIVO,48206.182736896793,3179.71274,39,68205.939928948792
2025-08-07,FPSO SEPETIBA,Petrobras,FPSO,,,MERO(11/04/2023),,,FPSTB,ATIVO,180244.66787999446,11976.282699999998,48,255573.0908064543
2025-08-07,FPSO_OSX3,Prio Bravo,FPSO,,,TUBARÃO MARTELO(03/11/2013),,,OSX3,ATIVO,7233.0242971124762,23.197197148224184,24,7378.9300277353759
2025-08-07,Peregrino A,Equinor Brasil,FIXA,,,PEREGRINO(22/03/2011),,,PEREGRINO A,ATIVO,48703.23125930698,51.204631206368369,25,49025.2981486688
2025-08-07,Peregrino B,Equinor Brasil,FIXA,,,PEREGRINO(22/03/2011),,,PEREGRINO B,ATIVO,4892.0805657750889,2.8236087450267298,22,4909.8405000595585
2025-08-07,PEREGRINO C,Equinor Brasil,FIXA,,,"PEREGRINO(01/10/2021), PITANGOLA(01/10/2021)",,,WHP-C,ATIVO,38466.061058765459,93.763760048604922,18,39055.816356719188
2025-08-07,PEROA,3R Petroleum Off,FIXA,,,PEROÁ(27/01/2011),,,PPER,ATIVO,,2.248,9,14.1394704
2025-08-07,PETROBRAS 08,Trident Energy,SEMI SUBMERSÍVEL,,,MARIMBÁ(21/06/1993),,,P-08,ATIVO,7003.8852985825379,78.226299999999981,16,7495.91308032254
2025-08-07,PETROBRAS 25,Petrobras,SEMI SUBMERSÍVEL,,,ALBACORA(27/09/1996),,,P-25,ATIVO,0,0,19,0
2025-08-07,PETROBRAS 31,Petrobras,FPSO,,,ALBACORA(17/08/1998),,,P-31,ATIVO,0,0,48,0
2025-08-07,PETROBRAS 40,Petrobras,SEMI SUBMERSÍVEL,,,MARLIM SUL(16/12/2001),,,P-40,ATIVO,36708.091762371187,684.14629,38,41011.23509721319
2025-08-07,PETROBRAS 43,Petrobras,FPSO,,,BARRACUDA(21/12/2004),,,P-43,ATIVO,22999.764981864002,286.86522999999994,65,24804.089905517998
2025-08-07,PETROBRAS 48,Petrobras,FPSO,,,"CARATINGA(28/02/2005), BARRACUDA(01/01/2005)",,,P-48,ATIVO,27337.830607163993,397.24581999999992,57,29836.427365799995
2025-08-07,PETROBRAS 50,Petro Rio Jaguar,FPSO,,,ALBACORA LESTE(21/04/2006),,,P-50,ATIVO,34181.072247695985,1048.07635,62,40773.262873925996
2025-08-07,PETROBRAS 51,Petrobras,SEMI SUBMERSÍVEL,,,MARLIM SUL(24/01/2009),,,P-51,ATIVO,10860.605138874109,179.05739,31,11986.840310496109
2025-08-07,PETROBRAS 52,Petrobras,SEMI SUBMERSÍVEL,,,RONCADOR(23/11/2007),,,P-52,ATIVO,8369.527779228,-36.326719999999987,28,8141.0399757719979
2025-08-07,PETROBRAS 53,Petrobras,FPU,,,MARLIM LESTE(30/11/2008),,,P-53,ATIVO,52006.3393348491,727.47817999999984,34,56582.031591413106
2025-08-07,PETROBRAS 54,Petrobras,FPSO,,,RONCADOR(12/12/2007),,,P-54,ATIVO,24426.667764483598,200.27642,54,25686.366390999596
2025-08-07,PETROBRAS 55,Petrobras,SEMI SUBMERSÍVEL,,,RONCADOR(01/01/2014),,,P-55,ATIVO,24648.818853912719,648.25934000000007,20,28726.24045064472
2025-08-07,PETROBRAS 56,Petrobras,SEMI SUBMERSÍVEL,,,MARLIM SUL(01/08/2011),,,P-56,ATIVO,20628.448838819008,501.49418000000014,37,23782.746932183003
2025-08-07,PETROBRAS 57,Petrobras,FPSO,,,JUBARTE(15/12/2010),,,P-57,ATIVO,34549.997196,303.2868,53,36457.610510639992
2025-08-07,PETROBRAS 58,Petrobras,FPSO,,,"BALEIA FRANCA(15/02/2014), JUBARTE(02/03/2014), BALEIA AZUL(17/03/2014)",,,P-58,ATIVO,85470.3113376028,2513.08725,44,101277.12752265279
2025-08-07,PETROBRAS 61,3R Petroleum Off,TLWP,,,PAPA-TERRA(31/12/2013),,,P-61,ATIVO,5581.4243020059412,36.756104472512938,7,5812.6128479171521
2025-08-07,PETROBRAS 62,Petrobras,FPSO,,,RONCADOR(30/04/2014),,,P-62,ATIVO,27533.2509696024,2981.317,44,46285.1386362024
2025-08-07,PETROBRAS 63,3R Petroleum Off,FPSO,,,PAPA-TERRA(16/11/2013),,,P-63,ATIVO,1694.2409124116582,12.185245527487059,38,1770.8836697304462
2025-08-07,Petrobras 66 (P-66),Petrobras,FPSO,,,TUPI(08/02/2016),,,P-66,ATIVO,102187.66104662429,5683.8214299999972,62,137937.76107703827
2025-08-07,Petrobras 67 (P-67),Petrobras,FPSO,,,TUPI(25/03/2018),,,P-67,ATIVO,142963.14316575462,5975.8456400000005,51,180550.01707222665
2025-08-07,Petrobras 68,Petrobras,FPSO,,,BERBIGÃO(19/09/2018),,,P-68,ATIVO,137395.26069195117,4273.5839100000012,67,164275.24876906918
2025-08-07,Petrobras 69,Petrobras,FPSO,,,TUPI(15/06/2018),,,P-69,ATIVO,94936.944537206364,3909.2019200000018,47,119525.04277362238
2025-08-07,Petrobras 70,Petrobras,FPSO,,,ATAPU(21/07/2020),,,P-70,ATIVO,151747.99800413853,5384.7783000000009,56,185617.17655547854
2025-08-07,PETROBRAS 71,Petrobras,FPSO,,,ITAPU(30/11/2022),,,P-71,ATIVO,159588.86510824639,2753.6431999999995,47,176908.73010760633
2025-08-07,Petrobras 74 (P-74),Petrobras,FPSO,,,BÚZIOS(01/12/2017),,,P-74,ATIVO,113621.75616667551,4839.52725,43,144061.4146637255
2025-08-07,Petrobras 75 (P-75),Petrobras,FPSO,,,BÚZIOS(06/09/2018),,,P-75,ATIVO,119560.92570907748,6458.5090400000017,43,160183.65586886945
2025-08-07,Petrobras 76,Petrobras,FPSO,,,BÚZIOS(20/11/2018),,,P-76,ATIVO,139376.14561566847,6293.173499999999,64,178958.94829596847
2025-08-07,Petrobras 77,Petrobras,FPSO,,,BÚZIOS(16/02/2019),,,P-77,ATIVO,161058.51107357425,6937.60447,43,204694.65566898024
2025-08-07,PLATAFORMA DE CARAPEBA-I,Perenco Brasil,FIXA,,,CARAPEBA(31/12/1988),,,PCP-I,ATIVO,0,0,5,0
2025-08-07,PLATAFORMA DE CARAPEBA-II,Perenco Brasil,FIXA,,,CARAPEBA(31/12/1988),,,PCP-II,ATIVO,2559.7193719387938,7.3554695839110016,3,2605.9838045276774
2025-08-07,PLATAFORMA DE CARAPEBA-III,Perenco Brasil,FIXA,,,CARAPEBA(12/01/1994),,,PCP-III,ATIVO,2882.2729273555965,6.01647161998489,,2920.1153305509774
2025-08-07,PLATAFORMA DE CHERNE-1,Perenco Brasil,FIXA,,,"CONGRO(19/08/1983), CORVINA(19/08/1983), MALHADO(19/08/1983), ANEQUIM(07/05/1984), BAGRE(07/05/1984), CHERNE(07/05/1984), PARATI(07/05/1984)",,,PCH-I,ATIVO,,0,13,0
2025-08-07,PLATAFORMA DE CHERNE-2,Perenco Brasil,FIXA,,,CHERNE(13/12/1983),,,PCH-II,ATIVO,0,0,13,0
2025-08-07,PLATAFORMA DE ENCHOVA,Trident Energy,FIXA,,,"ENCHOVA(20/12/2010), ENCHOVA OESTE(20/12/2010)",,,PCE-1,ATIVO,8906.7554577442588,255.23515999999995,45,10512.13356711226
2025-08-07,PLATAFORMA DE GAROUPA,Petrobras,FIXA,,,"GAROUPA(02/01/1979), GAROUPINHA(02/01/1979), VIOLA(02/01/1979)",,,PGP-1,ATIVO,0,,33,0
2025-08-07,PLATAFORMA DE MANATI 1,Petrobras,FIXA,,,MANATI(14/01/2007),,,PMNT,ATIVO,1068.7124976,2046.53409,7,13941.002616881999
2025-08-07,Plataforma de Mexilhão,Petrobras,FIXA,,,MEXILHÃO(19/04/2011),,,PMXL-1,ATIVO,1937.6106287999999,3348.94233,26,23001.788096033993
2025-08-07,PLATAFORMA DE NAMORADO-2,Petrobras,FIXA,,,NAMORADO(01/09/1984),,,PNA-2,ATIVO,0,,13,0
2025-08-07,PLATAFORMA DE PAMPO-1,Trident Energy,FIXA,,,PAMPO(01/01/1984),,,PPM-1,ATIVO,7149.5049595200007,95.007140000000049,43,7747.080868692
2025-08-07,PLATAFORMA DE PARGO-1A,Perenco Brasil,FIXA,,,PARGO(12/01/1988),,,PPG-1A,ATIVO,3281.8668332787752,8.2176854183613965,19,3333.5544310231835
2025-08-07,PLATAFORMA DE VERMELHO-I,Perenco Brasil,FIXA,,,VERMELHO(05/01/1989),,,PVM-1,ATIVO,7055.0856907085245,27.857421791478352,3,7230.3033022925647
2025-08-07,PLATAFORMA DE VERMELHO-II,Perenco Brasil,FIXA,,,VERMELHO(01/01/1989),,,PVM-2,ATIVO,0,0,3,0
2025-08-07,PLATAFORMA DE VERMELHO-III,Perenco Brasil,FIXA,,,VERMELHO(06/01/1989),,,PVM-3,ATIVO,1433.044947574318,22.496741586264363,3,1574.5449528036038
2025-08-07,Polo Arara,Petrobras,Estação / Ponto de Coleta de Petróleo,AM,Coari,,,,,,6147.1754467465225,8233.7182174879872,158,57935.616291102451
2025-08-07,Polvo A,Prio Bravo,FIXA,,,POLVO(30/07/2007),,,POLVO A,ATIVO,6355.1451328875237,23.987402851775823,5,6506.0210993446235
2025-08-07,Ponto de Coleta Área do IMT-03,Petrobras,Estação / Pto de Coleta de Gás Nat.,AM,Coari,,,,,,652.06160476415732,467.62839786743791,,3593.3507016707681
2025-08-07,Ponto de Coleta Área do LUC-04,Petrobras,Estação / Pto de Coleta de Gás Nat.,AM,Coari,,,,,,1171.9899072627722,1645.498848013332,,11521.848561497027
2025-08-07,Ponto de Coleta Área do LUC-05,Petrobras,Estação / Pto de Coleta de Gás Nat.,AM,Coari,,,,,,594.15381339540306,806.70750582655069,,5668.1826835432412
2025-08-07,Ponto de Coleta Área do LUC-09,Petrobras,Estação / Pto de Coleta de Gás Nat.,AM,Coari,,,,,,862.56439081394569,1148.5071123324296,,8086.4444259624606
2025-08-07,Ponto de Coleta Área do LUC-12,Petrobras,Estação / Pto de Coleta de Gás Nat.,AM,Coari,,,,,,1328.6834059026794,1715.4164650988396,,12118.309888081361
2025-08-07,Ponto de Coleta Área do LUC-43,Petrobras,Estação / Pto de Coleta de Gás Nat.,AM,Coari,,,,,,429.59046466451866,535.92430337342466,,3800.4471480226848
2025-08-07,Unidade de Tratamento de Gás de Cacimbas - UTGC,Petrobras,Estação / Pto de Coleta de Gás Nat.,ES,Linhares,,CACIMBAS,,,,,0,26,0
2025-08-07,UTP Azulão,Eneva,Estação / Ponto de Coleta de Petróleo,AM,Silves,,AZULÃO,,,,,621.50698,8,3909.1546028039998
2025-08-06,,,,,,,,,,,0,0,,0
